duplicate_group,sha256,dataset,file,absolute_path
159,b21e8d73993ab03114b5a46f72bfa6dccb9600ddfbd37b5255a6f5e4bdbb25e5,phenomsg,Hazardous\Hazardous\e-waste\fluorescent2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescent2 - Copy.jpg
159,b21e8d73993ab03114b5a46f72bfa6dccb9600ddfbd37b5255a6f5e4bdbb25e5,phenomsg,Hazardous\Hazardous\e-waste\fluorescent2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescent2.jpg
160,b973f4abb76a2dec6ecdde4710d9c689b302fe5f5f16979a4931b6c6a0ca6e04,phenomsg,Hazardous\Hazardous\e-waste\fluorescent20lights20hero - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescent20lights20hero - Copy.png
160,b973f4abb76a2dec6ecdde4710d9c689b302fe5f5f16979a4931b6c6a0ca6e04,phenomsg,Hazardous\Hazardous\e-waste\fluorescent20lights20hero.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescent20lights20hero.png
161,173afd2467fda7701ef39fb6998af7da88a97c5241ebd179de5028fe2ba4c9b0,phenomsg,Hazardous\Hazardous\e-waste\Fluorescent_light_bulb_from_inside_2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Fluorescent_light_bulb_from_inside_2 - Copy.jpg
161,173afd2467fda7701ef39fb6998af7da88a97c5241ebd179de5028fe2ba4c9b0,phenomsg,Hazardous\Hazardous\e-waste\Fluorescent_light_bulb_from_inside_2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Fluorescent_light_bulb_from_inside_2.jpg
162,621ea2aa69e584332be2914f948a1f5080f486ad7408c2f993ab0c5d0dc08ff9,phenomsg,Hazardous\Hazardous\e-waste\Fluorescent_Light_Video - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Fluorescent_Light_Video - Copy.jpg
162,621ea2aa69e584332be2914f948a1f5080f486ad7408c2f993ab0c5d0dc08ff9,phenomsg,Hazardous\Hazardous\e-waste\Fluorescent_Light_Video.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Fluorescent_Light_Video.jpg
163,bfba202e25243afaa377312127634bd9542e682a375e49c92329c9faba838937,phenomsg,Hazardous\Hazardous\e-waste\FluorescentBulbs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\FluorescentBulbs - Copy.jpg
163,bfba202e25243afaa377312127634bd9542e682a375e49c92329c9faba838937,phenomsg,Hazardous\Hazardous\e-waste\FluorescentBulbs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\FluorescentBulbs.jpg
164,729bd42744b3ad7d6801382db425854fd8e7077c91db88b84583c0f81dc0babe,phenomsg,Hazardous\Hazardous\e-waste\fluorescentlights - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescentlights - Copy.png
164,729bd42744b3ad7d6801382db425854fd8e7077c91db88b84583c0f81dc0babe,phenomsg,Hazardous\Hazardous\e-waste\fluorescentlights.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescentlights.png
165,e99912aa855db721f287a5bd9fa38eda3a487d6d3a80db258ac4cc53e08707fa,phenomsg,Hazardous\Hazardous\e-waste\GettyImages-1298365434 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\GettyImages-1298365434 - Copy.jpg
165,e99912aa855db721f287a5bd9fa38eda3a487d6d3a80db258ac4cc53e08707fa,phenomsg,Hazardous\Hazardous\e-waste\GettyImages-1298365434.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\GettyImages-1298365434.jpg
166,b1a9b58afa1757ad4d782bf5f955d3d2f826e431250fc52bc7128e6e95df6ba2,phenomsg,Hazardous\Hazardous\e-waste\gettyimages-522580785 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\gettyimages-522580785 - Copy.jpg
166,b1a9b58afa1757ad4d782bf5f955d3d2f826e431250fc52bc7128e6e95df6ba2,phenomsg,Hazardous\Hazardous\e-waste\gettyimages-522580785.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\gettyimages-522580785.jpg
167,c2cdb009657420b3c60418c71d9b1e4df302f4d6a2d55b8fd78ce1edf77af1a3,phenomsg,Hazardous\Hazardous\e-waste\gettyimages-566436837-1559940280 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\gettyimages-566436837-1559940280 - Copy.jpg
167,c2cdb009657420b3c60418c71d9b1e4df302f4d6a2d55b8fd78ce1edf77af1a3,phenomsg,Hazardous\Hazardous\e-waste\gettyimages-566436837-1559940280.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\gettyimages-566436837-1559940280.jpg
168,e413ce4aba24c0fcb9029e46eb673b3be7961f036c074af82f26c7992c735fab,phenomsg,Hazardous\Hazardous\e-waste\going-greener-by-recycling-burnt-out-bulbs-1523856076-3781852 - Copy.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\going-greener-by-recycling-burnt-out-bulbs-1523856076-3781852 - Copy.jpeg
168,e413ce4aba24c0fcb9029e46eb673b3be7961f036c074af82f26c7992c735fab,phenomsg,Hazardous\Hazardous\e-waste\going-greener-by-recycling-burnt-out-bulbs-1523856076-3781852.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\going-greener-by-recycling-burnt-out-bulbs-1523856076-3781852.jpeg
169,d5c565390102bf14c8dd6d99c365bd8d0299a0f623ca218e05d8e2b935258665,phenomsg,Hazardous\Hazardous\e-waste\hazardous-waste-solutions-fluorescent-tubes - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\hazardous-waste-solutions-fluorescent-tubes - Copy.jpg
169,d5c565390102bf14c8dd6d99c365bd8d0299a0f623ca218e05d8e2b935258665,phenomsg,Hazardous\Hazardous\e-waste\hazardous-waste-solutions-fluorescent-tubes.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\hazardous-waste-solutions-fluorescent-tubes.jpg
170,854bee9569e18a8fbfe21415ce94583051aaa5cc540a2b6ed6c4b1dfc328e667,phenomsg,Hazardous\Hazardous\e-waste\hazardous-waste-wooden-background-74234943 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\hazardous-waste-wooden-background-74234943 - Copy.jpg
170,854bee9569e18a8fbfe21415ce94583051aaa5cc540a2b6ed6c4b1dfc328e667,phenomsg,Hazardous\Hazardous\e-waste\hazardous-waste-wooden-background-74234943.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\hazardous-waste-wooden-background-74234943.jpg
171,86535929a227d0df4d2bcbd0a33a1cae37c93fc40345f93922c1c957332dcc2c,phenomsg,Hazardous\Hazardous\e-waste\HHW_Bulbs-updated - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\HHW_Bulbs-updated - Copy.jpg
171,86535929a227d0df4d2bcbd0a33a1cae37c93fc40345f93922c1c957332dcc2c,phenomsg,Hazardous\Hazardous\e-waste\HHW_Bulbs-updated.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\HHW_Bulbs-updated.jpg
172,661c36e3a8d116b320cf8f857401c479ef54fde0c4c4ab3e32e54fe8f5ecbe44,phenomsg,Hazardous\Hazardous\e-waste\how-fluorescents-work - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-fluorescents-work - Copy.jpg
172,661c36e3a8d116b320cf8f857401c479ef54fde0c4c4ab3e32e54fe8f5ecbe44,phenomsg,Hazardous\Hazardous\e-waste\how-fluorescents-work.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-fluorescents-work.jpg
173,f5b37a2fe95691323d2c3b139d8f3cb8cf13561669743a307c8e2336f7089b1e,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-fluorescent-light-bulbs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-fluorescent-light-bulbs - Copy.jpg
173,f5b37a2fe95691323d2c3b139d8f3cb8cf13561669743a307c8e2336f7089b1e,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-fluorescent-light-bulbs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-fluorescent-light-bulbs.jpg
174,eac80bf19e53dc9165b654af37721de00ea6e0a516621d937405d8eaf9825baa,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3 - Copy.jpg
174,eac80bf19e53dc9165b654af37721de00ea6e0a516621d937405d8eaf9825baa,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3.jpg
175,2ab293dc8110e64b9eb4459ff0ead510b682582d182d3b961f99d9f9b445af5a,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-4 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-4 - Copy.jpg
175,2ab293dc8110e64b9eb4459ff0ead510b682582d182d3b961f99d9f9b445af5a,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-4.jpg
176,d6bc3b73ee4ce28b5488afd3ff015407e25b5009be385617c8d2b8a69b4f5260,phenomsg,Hazardous\Hazardous\e-waste\how_to_upcycle_ewaste_1573547808 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how_to_upcycle_ewaste_1573547808 - Copy.jpg
176,d6bc3b73ee4ce28b5488afd3ff015407e25b5009be385617c8d2b8a69b4f5260,phenomsg,Hazardous\Hazardous\e-waste\how_to_upcycle_ewaste_1573547808.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how_to_upcycle_ewaste_1573547808.jpg
177,6c27a5f7f8fbff8568890895a7a62f792e552d93e45a4dddca86a8ada9a0690d,phenomsg,Hazardous\Hazardous\e-waste\https3A2F2Fwww.elektormagazine.com2Fassets2Fupload2Fimages2F02Fe-waste4 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\https3A2F2Fwww.elektormagazine.com2Fassets2Fupload2Fimages2F02Fe-waste4 - Copy.jpg
177,6c27a5f7f8fbff8568890895a7a62f792e552d93e45a4dddca86a8ada9a0690d,phenomsg,Hazardous\Hazardous\e-waste\https3A2F2Fwww.elektormagazine.com2Fassets2Fupload2Fimages2F02Fe-waste4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\https3A2F2Fwww.elektormagazine.com2Fassets2Fupload2Fimages2F02Fe-waste4.jpg
178,653f109cae5f2cbeb7b95b7ff5f463c1991ae1d57e98a89ac2646ec37f8f22e5,phenomsg,Hazardous\Hazardous\e-waste\ic-waste-old-products-china-cyclic-utilization-broken-energy-saving-47934966 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ic-waste-old-products-china-cyclic-utilization-broken-energy-saving-47934966 - Copy.jpg
178,653f109cae5f2cbeb7b95b7ff5f463c1991ae1d57e98a89ac2646ec37f8f22e5,phenomsg,Hazardous\Hazardous\e-waste\ic-waste-old-products-china-cyclic-utilization-broken-energy-saving-47934966.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ic-waste-old-products-china-cyclic-utilization-broken-energy-saving-47934966.jpg
179,c7b47934c1ebc0402b832d6df4a7a8a1fec1e89310234284eae57dfa54871804,phenomsg,Hazardous\Hazardous\e-waste\icons-led-lamps-types-fluorescent-filament-halogen-diode-and-other-632016899 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\icons-led-lamps-types-fluorescent-filament-halogen-diode-and-other-632016899 - Copy.jpg
179,c7b47934c1ebc0402b832d6df4a7a8a1fec1e89310234284eae57dfa54871804,phenomsg,Hazardous\Hazardous\e-waste\icons-led-lamps-types-fluorescent-filament-halogen-diode-and-other-632016899.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\icons-led-lamps-types-fluorescent-filament-halogen-diode-and-other-632016899.jpg
180,475371ce14650e5b0afec7933f93051095295dbeb73fcb8040774839dc17d155,phenomsg,Hazardous\Hazardous\e-waste\image31 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\image31 - Copy.png
180,475371ce14650e5b0afec7933f93051095295dbeb73fcb8040774839dc17d155,phenomsg,Hazardous\Hazardous\e-waste\image31.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\image31.png
181,25132210c1ec59a8e8970ea04f1d66253866f278b09803c72154887fd54e012e,phenomsg,Hazardous\Hazardous\e-waste\ImageForArticle_8587_16733568303499477 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ImageForArticle_8587_16733568303499477 - Copy.jpg
181,25132210c1ec59a8e8970ea04f1d66253866f278b09803c72154887fd54e012e,phenomsg,Hazardous\Hazardous\e-waste\ImageForArticle_8587_16733568303499477.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ImageForArticle_8587_16733568303499477.jpg
182,de285f329d122abaeb3af74448d5a26e377317ddae884008aa33c18cfd92e496,phenomsg,Hazardous\Hazardous\e-waste\img878241 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\img878241 - Copy.jpg
182,de285f329d122abaeb3af74448d5a26e377317ddae884008aa33c18cfd92e496,phenomsg,Hazardous\Hazardous\e-waste\img878241.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\img878241.jpg
183,0e0c23e2199396c0ccb7c97511eca4e54178f7831f7de74d4dfe8c658092ca2f,phenomsg,Hazardous\Hazardous\e-waste\impact-of-e-waste-hero1540775416137 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\impact-of-e-waste-hero1540775416137 - Copy.jpg
183,0e0c23e2199396c0ccb7c97511eca4e54178f7831f7de74d4dfe8c658092ca2f,phenomsg,Hazardous\Hazardous\e-waste\impact-of-e-waste-hero1540775416137.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\impact-of-e-waste-hero1540775416137.jpg
184,6b2da72e19626eaa35f7a8ad4d7e7e154b1413c8bbdaddee8adbb3d7d78dbd98,phenomsg,Hazardous\Hazardous\e-waste\impact-of-e-waste-infographic1541812360135 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\impact-of-e-waste-infographic1541812360135 - Copy.jpg
184,6b2da72e19626eaa35f7a8ad4d7e7e154b1413c8bbdaddee8adbb3d7d78dbd98,phenomsg,Hazardous\Hazardous\e-waste\impact-of-e-waste-infographic1541812360135.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\impact-of-e-waste-infographic1541812360135.jpg
185,00bd9d96af5d393d2642f4cd2d3f65b30276abd359ec45da25716d8af8c0361b,phenomsg,Hazardous\Hazardous\e-waste\incandescent-led-cfl - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\incandescent-led-cfl - Copy.png
185,00bd9d96af5d393d2642f4cd2d3f65b30276abd359ec45da25716d8af8c0361b,phenomsg,Hazardous\Hazardous\e-waste\incandescent-led-cfl.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\incandescent-led-cfl.png
186,2b0f9a764647eda642596a54e490ad52c18beea900e7603ab4768ed31fe16682,phenomsg,Hazardous\Hazardous\e-waste\Incandescent_and_fluorescent_light_bulbs - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Incandescent_and_fluorescent_light_bulbs - Copy.png
186,2b0f9a764647eda642596a54e490ad52c18beea900e7603ab4768ed31fe16682,phenomsg,Hazardous\Hazardous\e-waste\Incandescent_and_fluorescent_light_bulbs.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Incandescent_and_fluorescent_light_bulbs.png
187,3e9a1b4ba7adaf841f2ea0b76bbfb157d55a20523bc50f91c6500fba20fc104c,phenomsg,Hazardous\Hazardous\e-waste\international-e-waste-day - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\international-e-waste-day - Copy.jpg
187,3e9a1b4ba7adaf841f2ea0b76bbfb157d55a20523bc50f91c6500fba20fc104c,phenomsg,Hazardous\Hazardous\e-waste\international-e-waste-day.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\international-e-waste-day.jpg
188,1938557c48ef3b39ba9162a77fbb416e0852877116238deca376040f94f9270e,phenomsg,Hazardous\Hazardous\e-waste\Intro-to-E-Waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Intro-to-E-Waste - Copy.jpg
188,1938557c48ef3b39ba9162a77fbb416e0852877116238deca376040f94f9270e,phenomsg,Hazardous\Hazardous\e-waste\Intro-to-E-Waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Intro-to-E-Waste.jpg
189,d2b3bfe9af83cc94ba4a248e336cf9ef00a75f243b44bb6929998dfbb1a1f67f,phenomsg,Hazardous\Hazardous\e-waste\iPleaders-17 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\iPleaders-17 - Copy.jpg
189,d2b3bfe9af83cc94ba4a248e336cf9ef00a75f243b44bb6929998dfbb1a1f67f,phenomsg,Hazardous\Hazardous\e-waste\iPleaders-17.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\iPleaders-17.jpg
190,89aeb885ddc226c19b7c41426e0ebf0027341cf92dce19b68aab5fd3b68033c7,phenomsg,Hazardous\Hazardous\e-waste\Is-it-hazardous-waste...flourescent-light-bulbs - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Is-it-hazardous-waste...flourescent-light-bulbs - Copy.png
190,89aeb885ddc226c19b7c41426e0ebf0027341cf92dce19b68aab5fd3b68033c7,phenomsg,Hazardous\Hazardous\e-waste\Is-it-hazardous-waste...flourescent-light-bulbs.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Is-it-hazardous-waste...flourescent-light-bulbs.png
191,85962bebb2f2db93ac3e7347f7c6c91f111d840f9cf965b7c0cdaea2857305ff,phenomsg,Hazardous\Hazardous\e-waste\JunkDevices-607673850 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\JunkDevices-607673850 - Copy.jpg
191,85962bebb2f2db93ac3e7347f7c6c91f111d840f9cf965b7c0cdaea2857305ff,phenomsg,Hazardous\Hazardous\e-waste\JunkDevices-607673850.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\JunkDevices-607673850.jpg
192,ac7f57e825256b1eeb2ebe3746e3434e03917fe5701967ec7ed67863ddff913c,phenomsg,Hazardous\Hazardous\e-waste\lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco - Copy.jpg
192,ac7f57e825256b1eeb2ebe3746e3434e03917fe5701967ec7ed67863ddff913c,phenomsg,Hazardous\Hazardous\e-waste\lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco.jpg
193,c5fbb405fab3e3e745e7347613f0282cc9a7452aba0d83aee59ff610569c3aae,phenomsg,Hazardous\Hazardous\e-waste\lamps - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\lamps - Copy.jpg
193,c5fbb405fab3e3e745e7347613f0282cc9a7452aba0d83aee59ff610569c3aae,phenomsg,Hazardous\Hazardous\e-waste\lamps.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\lamps.jpg
194,40a06f55d3d4a32faaf6d3f8ae758f695cf59a8449cb3623e1caf54812511572,phenomsg,Hazardous\Hazardous\e-waste\Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled - Copy.jpg
194,40a06f55d3d4a32faaf6d3f8ae758f695cf59a8449cb3623e1caf54812511572,phenomsg,Hazardous\Hazardous\e-waste\Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled.jpg
195,38cdfa2524b08e34c3f2dbeed3adeb9c7158edbee32ea0300f35269912e1cf26,phenomsg,Hazardous\Hazardous\e-waste\LED-CLF-Incandescent-2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\LED-CLF-Incandescent-2 - Copy.jpg
195,38cdfa2524b08e34c3f2dbeed3adeb9c7158edbee32ea0300f35269912e1cf26,phenomsg,Hazardous\Hazardous\e-waste\LED-CLF-Incandescent-2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\LED-CLF-Incandescent-2.jpg
196,789455482089d9b03962164044790b7bd41844a26b5cd1454e0dedd33229df68,phenomsg,Hazardous\Hazardous\e-waste\LED-CLF-Incandescent_1024x1024 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\LED-CLF-Incandescent_1024x1024 - Copy.jpg
196,789455482089d9b03962164044790b7bd41844a26b5cd1454e0dedd33229df68,phenomsg,Hazardous\Hazardous\e-waste\LED-CLF-Incandescent_1024x1024.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\LED-CLF-Incandescent_1024x1024.jpg
197,d511507a68d09bc1844ced17a26147618bfb4227be74e9afdd9e94972f928f35,phenomsg,Hazardous\Hazardous\e-waste\LED-vs-fluorescent-2022-section-1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\LED-vs-fluorescent-2022-section-1 - Copy.jpg
197,d511507a68d09bc1844ced17a26147618bfb4227be74e9afdd9e94972f928f35,phenomsg,Hazardous\Hazardous\e-waste\LED-vs-fluorescent-2022-section-1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\LED-vs-fluorescent-2022-section-1.jpg
198,99a20c980d3644820d5e7c7550369bf25261d53d025755a866c6323f965f9f5e,phenomsg,Hazardous\Hazardous\e-waste\LED20vs20Fluorescent20Image20202120Blog20Sized - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\LED20vs20Fluorescent20Image20202120Blog20Sized - Copy.png
198,99a20c980d3644820d5e7c7550369bf25261d53d025755a866c6323f965f9f5e,phenomsg,Hazardous\Hazardous\e-waste\LED20vs20Fluorescent20Image20202120Blog20Sized.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\LED20vs20Fluorescent20Image20202120Blog20Sized.png
199,e9e88fd74d5a70f4ec488516e132f8d5606b96a6ae497c9bd7005f30731b18d1,phenomsg,Hazardous\Hazardous\e-waste\light-bulb-fluorescent - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\light-bulb-fluorescent - Copy.jpg
199,e9e88fd74d5a70f4ec488516e132f8d5606b96a6ae497c9bd7005f30731b18d1,phenomsg,Hazardous\Hazardous\e-waste\light-bulb-fluorescent.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\light-bulb-fluorescent.jpg
