hamming_distance,dataset_a,file_a,path_a,dataset_b,file_b,path_b
10,realwaste,Metal\Metal_533.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_533.jpg,realwaste,Metal\Metal_718.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_718.jpg
8,realwaste,Metal\Metal_658.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_658.jpg,realwaste,Metal\Metal_692.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_692.jpg
8,realwaste,Metal\Metal_655.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_655.jpg,realwaste,Metal\Metal_762.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_762.jpg
8,realwaste,Vegetation\Vegetation_15.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Vegetation\Vegetation_15.jpg,trashnet,trash\trash1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\trash\trash1.jpg
10,ewaste,val\Microwave\Microwave_88.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Microwave\Microwave_88.jpg,realwaste,Plastic\Plastic_178.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_178.jpg
10,realwaste,Paper\Paper_292.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_292.jpg,realwaste,Paper\Paper_458.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_458.jpg
10,phenomsg,Non-Recyclable\Non-Recyclable\platics_bags_wrappers\3520_428fd902f4247199467725e7eccf1673.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\platics_bags_wrappers\3520_428fd902f4247199467725e7eccf1673.jpg,phenomsg,Recyclable\Recyclable\cans_all_type\How-Much-Energy-Does-Recycling-One-Aluminum-Can-Save.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\How-Much-Energy-Does-Recycling-One-Aluminum-Can-Save.jpg
8,realwaste,Metal\Metal_239.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_239.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_129.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_129.jpg
8,realwaste,Metal\Metal_217.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_217.jpg,trashnet,trash\trash128.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\trash\trash128.jpg
10,realwaste,Metal\Metal_735.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_735.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_153.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_153.jpg
10,realwaste,Paper\Paper_458.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_458.jpg,realwaste,Plastic\Plastic_628.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_628.jpg
10,ewaste,train\Washing Machine\Washing_Machine_16.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Washing Machine\Washing_Machine_16.jpg,ewaste,val\Washing Machine\Washing_Machine_88.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Washing Machine\Washing_Machine_88.jpg
10,realwaste,Metal\Metal_674.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_674.jpg,realwaste,Metal\Metal_693.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_693.jpg
8,realwaste,Metal\Metal_433.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_433.jpg,realwaste,Plastic\Plastic_615.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_615.jpg
8,realwaste,Metal\Metal_252.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_252.jpg,trashnet,metal\metal214.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal214.jpg
10,realwaste,Metal\Metal_270.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_270.jpg,trashnet,plastic\plastic9.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic9.jpg
10,realwaste,Metal\Metal_533.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_533.jpg,realwaste,Plastic\Plastic_179.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_179.jpg
10,realwaste,Paper\Paper_381.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_381.jpg,realwaste,Plastic\Plastic_113.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_113.jpg
8,realwaste,Metal\Metal_755.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_755.jpg,realwaste,Plastic\Plastic_218.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_218.jpg
10,realwaste,Metal\Metal_677.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_677.jpg,realwaste,Plastic\Plastic_829.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_829.jpg
8,realwaste,Metal\Metal_298.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_298.jpg,realwaste,Plastic\Plastic_634.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_634.jpg
10,realwaste,Metal\Metal_238.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_238.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_130.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_130.jpg
8,realwaste,Miscellaneous Trash\Miscellaneous Trash_54.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_54.jpg,realwaste,Plastic\Plastic_479.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_479.jpg
10,realwaste,Metal\Metal_139.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_139.jpg,realwaste,Plastic\Plastic_246.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_246.jpg
10,ewaste,train\Battery\battery_91.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Battery\battery_91.jpg,trashnet,plastic\plastic462.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic462.jpg
8,realwaste,Metal\Metal_345.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_345.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_153.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_153.jpg
10,ewaste,test\PCB\pcb_75.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\PCB\pcb_75.jpg,ewaste,train\PCB\pcb_50.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_50.jpg
8,realwaste,Food Organics\Food Organics_199.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_199.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_212.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_212.jpg
10,ewaste,test\Washing Machine\Washing_Machine_152.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\Washing Machine\Washing_Machine_152.jpg,trashnet,metal\metal152.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal152.jpg
8,realwaste,Metal\Metal_561.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_561.jpg,realwaste,Metal\Metal_753.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_753.jpg
8,realwaste,Metal\Metal_751.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_751.jpg,trashnet,metal\metal6.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal6.jpg
10,realwaste,Food Organics\Food Organics_178.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_178.jpg,trashnet,glass\glass252.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass252.jpg
10,realwaste,Metal\Metal_461.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_461.jpg,trashnet,glass\glass437.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass437.jpg
8,realwaste,Metal\Metal_562.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_562.jpg,realwaste,Plastic\Plastic_829.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_829.jpg
8,realwaste,Paper\Paper_381.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_381.jpg,realwaste,Plastic\Plastic_228.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_228.jpg
10,realwaste,Metal\Metal_755.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_755.jpg,realwaste,Plastic\Plastic_231.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_231.jpg
8,trashnet,glass\glass454.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass454.jpg,trashnet,plastic\plastic249.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic249.jpg
10,realwaste,Food Organics\Food Organics_210.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_210.jpg,realwaste,Metal\Metal_706.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_706.jpg
10,realwaste,Metal\Metal_178.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_178.jpg,realwaste,Paper\Paper_271.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_271.jpg
10,ewaste,train\Television\Television_244.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Television\Television_244.jpg,ewaste,train\Washing Machine\Washing_Machine_199.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Washing Machine\Washing_Machine_199.jpg
10,realwaste,Food Organics\Food Organics_73.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_73.jpg,realwaste,Metal\Metal_615.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_615.jpg
10,trashnet,glass\glass132.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass132.jpg,trashnet,metal\metal152.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal152.jpg
10,realwaste,Metal\Metal_546.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_546.jpg,realwaste,Metal\Metal_562.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_562.jpg
8,phenomsg,Recyclable\Recyclable\glass_containers\48252.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\glass_containers\48252.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_227.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_227.jpg
10,ewaste,test\Washing Machine\Washing_Machine_4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\Washing Machine\Washing_Machine_4.jpg,realwaste,Metal\Metal_248.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_248.jpg
10,trashnet,metal\metal214.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal214.jpg,trashnet,paper\paper346.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper346.jpg
8,ewaste,test\Battery\battery_4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\Battery\battery_4.jpg,ewaste,val\Player\Player_280.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Player\Player_280.jpg
10,realwaste,Metal\Metal_411.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_411.jpg,realwaste,Metal\Metal_414.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_414.jpg
8,realwaste,Metal\Metal_574.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_574.jpg,realwaste,Plastic\Plastic_354.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_354.jpg
10,ewaste,train\Keyboard\Keyboard_133.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Keyboard\Keyboard_133.jpg,ewaste,train\Microwave\Microwave_178.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Microwave\Microwave_178.jpg
10,trashnet,metal\metal279.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal279.jpg,trashnet,plastic\plastic76.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic76.jpg
10,ewaste,train\Keyboard\Keyboard_85.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Keyboard\Keyboard_85.jpg,ewaste,val\Player\Player_280.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Player\Player_280.jpg
10,realwaste,Miscellaneous Trash\Miscellaneous Trash_216.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_216.jpg,realwaste,Plastic\Plastic_463.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_463.jpg
10,realwaste,Food Organics\Food Organics_407.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_407.jpg,realwaste,Paper\Paper_174.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_174.jpg
10,realwaste,Metal\Metal_22.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_22.jpg,trashnet,plastic\plastic47.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic47.jpg
8,realwaste,Metal\Metal_490.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_490.jpg,realwaste,Plastic\Plastic_915.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_915.jpg
10,ewaste,test\Battery\battery_22.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\Battery\battery_22.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_66.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_66.jpg
10,realwaste,Metal\Metal_437.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_437.jpg,realwaste,Metal\Metal_449.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_449.jpg
10,ewaste,val\Washing Machine\Washing_Machine_198.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Washing Machine\Washing_Machine_198.jpg,realwaste,Plastic\Plastic_853.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_853.jpg
8,realwaste,Metal\Metal_225.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_225.jpg,trashnet,metal\metal122.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal122.jpg
10,trashnet,glass\glass74.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass74.jpg,trashnet,paper\paper517.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper517.jpg
10,realwaste,Miscellaneous Trash\Miscellaneous Trash_139.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_139.jpg,realwaste,Paper\Paper_324.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_324.jpg
10,trashnet,metal\metal146.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal146.jpg,trashnet,metal\metal279.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal279.jpg
10,realwaste,Food Organics\Food Organics_142.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_142.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_232.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_232.jpg
10,realwaste,Metal\Metal_393.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_393.jpg,realwaste,Plastic\Plastic_201.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_201.jpg
10,realwaste,Metal\Metal_32.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_32.jpg,trashnet,metal\metal214.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal214.jpg
8,realwaste,Plastic\Plastic_218.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_218.jpg,trashnet,glass\glass74.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass74.jpg
10,realwaste,Food Organics\Food Organics_390.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_390.jpg,trashnet,metal\metal203.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal203.jpg
10,trashnet,paper\paper374.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper374.jpg,trashnet,paper\paper589.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper589.jpg
8,ewaste,val\Player\Player_23.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Player\Player_23.jpg,realwaste,Glass\Glass_376.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Glass\Glass_376.jpg
10,realwaste,Miscellaneous Trash\Miscellaneous Trash_102.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_102.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_98.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_98.jpg
10,realwaste,Food Organics\Food Organics_301.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_301.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_398.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_398.jpg
10,realwaste,Plastic\Plastic_240.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_240.jpg,trashnet,plastic\plastic31.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic31.jpg
10,realwaste,Plastic\Plastic_127.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_127.jpg,realwaste,Plastic\Plastic_650.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_650.jpg
10,realwaste,Metal\Metal_774.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_774.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_120.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_120.jpg
10,realwaste,Metal\Metal_217.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_217.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_28.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_28.jpg
8,realwaste,Metal\Metal_594.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_594.jpg,realwaste,Plastic\Plastic_740.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_740.jpg
10,realwaste,Plastic\Plastic_836.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_836.jpg,realwaste,Plastic\Plastic_860.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_860.jpg
10,realwaste,Metal\Metal_504.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_504.jpg,realwaste,Textile Trash\Textile Trash_230.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Textile Trash\Textile Trash_230.jpg
10,realwaste,Plastic\Plastic_354.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_354.jpg,trashnet,paper\paper517.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper517.jpg
10,realwaste,Plastic\Plastic_192.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_192.jpg,realwaste,Plastic\Plastic_228.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_228.jpg
10,realwaste,Cardboard\Cardboard_139.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_139.jpg,realwaste,Cardboard\Cardboard_230.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_230.jpg
10,realwaste,Metal\Metal_734.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_734.jpg,realwaste,Paper\Paper_455.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_455.jpg
8,trashnet,plastic\plastic173.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic173.jpg,trashnet,plastic\plastic6.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic6.jpg
10,phenomsg,Hazardous\Hazardous\batteries\battery-directive-european-union.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\batteries\battery-directive-european-union.jpg,phenomsg,Recyclable\Recyclable\cans_all_type\-of-soda-drinks-in-aluminum-cans-isolated-on-white-with-clipping-path-brands.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\-of-soda-drinks-in-aluminum-cans-isolated-on-white-with-clipping-path-brands.jpg
8,ewaste,test\Washing Machine\Washing_Machine_4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\Washing Machine\Washing_Machine_4.jpg,trashnet,trash\trash131.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\trash\trash131.jpg
10,realwaste,Metal\Metal_574.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_574.jpg,trashnet,metal\metal6.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal6.jpg
10,ewaste,train\Battery\battery_293.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Battery\battery_293.jpg,phenomsg,Hazardous\Hazardous\paints\PaintSolvents26Thinners.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\paints\PaintSolvents26Thinners.jpg
10,realwaste,Cardboard\Cardboard_322.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_322.jpg,realwaste,Food Organics\Food Organics_199.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_199.jpg
8,phenomsg,Recyclable\Recyclable\plastic_bottles\lemonade-plastic-bottles-citrus-orange-lemon-soda-water_101087-176.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\plastic_bottles\lemonade-plastic-bottles-citrus-orange-lemon-soda-water_101087-176.jpg,trashnet,glass\glass286.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass286.jpg
