leakage_group,image_count,split,datasets,unified_classes,has_exact_duplicate,has_near_duplicate
GROUP_06703,1,val,realwaste,Plastic,False,False
GROUP_06704,1,train,trashnet,Cardboard,False,False
GROUP_06705,1,train,realwaste,Vegetation,False,False
GROUP_06706,1,train,trashnet,Glass,False,False
GROUP_06707,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_06708,1,train,trashnet,Glass,False,False
GROUP_06709,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06710,1,train,trashnet,Glass,False,False
GROUP_06711,1,val,phenomsg,Residual,False,False
GROUP_06712,1,val,trashnet,Paper,False,False
GROUP_06713,2,train,phenomsg,Hazardous Waste,True,True
GROUP_06714,1,train,realwaste,Metal,False,False
GROUP_06715,1,train,phenomsg,Residual,False,False
GROUP_06716,1,train,phenomsg,Organic Stream,False,False
GROUP_06717,1,val,realwaste,Plastic,False,False
GROUP_06718,1,val,trashnet,Cardboard,False,False
GROUP_06719,1,train,trashnet,Metal,False,False
GROUP_06720,1,train,realwaste,Plastic,False,False
GROUP_06721,1,val,ewaste,Electronic Component,False,False
GROUP_06722,1,val,ewaste,Electronic Device,False,False
GROUP_06723,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06724,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_06725,1,test,phenomsg,Recyclable Stream,False,False
GROUP_06726,1,test,phenomsg,Organic Stream,False,False
GROUP_06727,1,train,ewaste,Electronic Component,False,False
GROUP_06728,1,train,trashnet,Plastic,False,False
GROUP_06729,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06730,1,train,realwaste,Textile,False,False
GROUP_06731,1,train,phenomsg,Organic Stream,False,False
GROUP_06732,1,train,realwaste,Plastic,False,False
GROUP_06733,1,train,ewaste,Battery,False,False
GROUP_06734,1,val,ewaste,Electronic Device,False,False
GROUP_06735,1,test,realwaste,Metal,False,False
GROUP_06736,1,train,realwaste,Plastic,False,False
GROUP_06737,1,train,realwaste,Plastic,False,False
GROUP_06738,1,train,realwaste,Plastic,False,False
GROUP_06739,1,test,ewaste,Battery,False,False
GROUP_06740,1,test,realwaste,Cardboard,False,False
GROUP_06741,1,train,realwaste,Plastic,False,False
GROUP_06742,1,test,trashnet,Residual,False,False
GROUP_06743,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06744,1,train,trashnet,Metal,False,False
GROUP_06745,1,train,realwaste,Residual,False,False
GROUP_06746,1,train,ewaste,Electronic Device,False,False
GROUP_06747,1,train,realwaste,Plastic,False,False
GROUP_06748,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06749,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06750,1,test,phenomsg,Residual,False,False
GROUP_06751,1,train,phenomsg,Organic Stream,False,False
GROUP_06752,1,test,realwaste,Food Organics,False,False
GROUP_06753,1,train,ewaste,Electronic Device,False,False
GROUP_06754,1,train,realwaste,Paper,False,False
GROUP_06755,1,train,phenomsg,Residual,False,False
GROUP_06756,1,val,ewaste,Electronic Component,False,False
GROUP_06757,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06758,1,val,realwaste,Textile,False,False
GROUP_06759,1,train,trashnet,Glass,False,False
GROUP_06760,1,train,trashnet,Paper,False,False
GROUP_06761,1,test,trashnet,Cardboard,False,False
GROUP_06762,1,val,realwaste,Food Organics,False,False
GROUP_06763,1,train,realwaste,Food Organics,False,False
GROUP_06764,1,test,phenomsg,Organic Stream,False,False
GROUP_06765,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06766,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_06767,1,train,ewaste,Electronic Component,False,False
GROUP_06768,1,train,ewaste,Battery,False,False
GROUP_06769,1,test,realwaste,Glass,False,False
GROUP_06770,1,val,realwaste,Plastic,False,False
GROUP_06771,1,train,realwaste,Metal,False,False
GROUP_06772,2,train,phenomsg,Hazardous Waste,True,True
GROUP_06773,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06774,1,train,ewaste,Electronic Component,False,False
GROUP_06775,1,train,trashnet,Metal,False,False
GROUP_06776,1,val,phenomsg,Residual,False,False
GROUP_06777,1,train,realwaste,Food Organics,False,False
GROUP_06778,1,train,trashnet,Paper,False,False
GROUP_06779,1,val,trashnet,Glass,False,False
GROUP_06780,1,train,trashnet,Plastic,False,False
GROUP_06781,1,train,realwaste,Cardboard,False,False
GROUP_06782,1,val,realwaste,Paper,False,False
GROUP_06783,1,train,ewaste,Electronic Device,False,False
GROUP_06784,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06785,1,train,realwaste,Glass,False,False
GROUP_06786,1,train,realwaste,Cardboard,False,False
GROUP_06787,1,train,ewaste,Electronic Device,False,False
GROUP_06788,1,train,trashnet,Cardboard,False,False
GROUP_06789,1,train,ewaste,Battery,False,False
GROUP_06790,1,train,trashnet,Metal,False,False
GROUP_06791,1,train,realwaste,Metal,False,False
GROUP_06792,1,train,ewaste,Electronic Device,False,False
GROUP_06793,1,train,realwaste,Plastic,False,False
GROUP_06794,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06795,1,train,ewaste,Electronic Device,False,False
GROUP_06796,1,train,ewaste,Electronic Device,False,False
GROUP_06797,1,train,trashnet,Plastic,False,False
GROUP_06798,1,test,trashnet,Paper,False,False
GROUP_06799,1,train,realwaste,Textile,False,False
GROUP_06800,1,train,phenomsg,Organic Stream,False,False
GROUP_06801,1,train,realwaste,Cardboard,False,False
GROUP_06802,1,train,realwaste,Glass,False,False
GROUP_06803,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06804,1,val,trashnet,Metal,False,False
GROUP_06805,1,train,ewaste,Electronic Device,False,False
GROUP_06806,1,val,phenomsg,Residual,False,False
GROUP_06807,1,val,realwaste,Plastic,False,False
GROUP_06808,1,train,phenomsg,Organic Stream,False,False
GROUP_06809,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_06810,1,train,ewaste,Electronic Device,False,False
GROUP_06811,1,train,realwaste,Residual,False,False
GROUP_06812,1,test,trashnet,Cardboard,False,False
GROUP_06813,1,train,phenomsg,Organic Stream,False,False
GROUP_06814,1,test,trashnet,Paper,False,False
GROUP_06815,1,val,phenomsg,Organic Stream,False,False
GROUP_06816,1,train,realwaste,Plastic,False,False
GROUP_06817,1,train,realwaste,Paper,False,False
GROUP_06818,1,train,ewaste,Electronic Device,False,False
GROUP_06819,1,train,trashnet,Glass,False,False
GROUP_06820,1,train,ewaste,Electronic Component,False,False
GROUP_06821,1,val,realwaste,Plastic,False,False
GROUP_06822,1,val,realwaste,Plastic,False,False
GROUP_06823,1,train,phenomsg,Organic Stream,False,False
GROUP_06824,1,val,realwaste,Vegetation,False,False
GROUP_06825,1,val,trashnet,Cardboard,False,False
GROUP_06826,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06827,1,val,phenomsg,Recyclable Stream,False,False
GROUP_06828,1,val,phenomsg,Recyclable Stream,False,False
GROUP_06829,1,train,ewaste,Electronic Device,False,False
GROUP_06830,1,test,realwaste,Food Organics,False,False
GROUP_06831,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06832,1,train,trashnet,Cardboard,False,False
GROUP_06833,1,val,realwaste,Metal,False,False
GROUP_06834,1,test,realwaste,Textile,False,False
GROUP_06835,1,val,trashnet,Paper,False,False
GROUP_06836,1,train,realwaste,Vegetation,False,False
GROUP_06837,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06838,1,train,realwaste,Plastic,False,False
GROUP_06839,1,train,realwaste,Vegetation,False,False
GROUP_06840,2,train,ewaste,Electronic Device,False,True
GROUP_06841,1,test,phenomsg,Organic Stream,False,False
GROUP_06842,1,train,trashnet,Plastic,False,False
GROUP_06843,1,train,realwaste,Vegetation,False,False
GROUP_06844,1,train,ewaste,Electronic Device,False,False
GROUP_06845,1,train,phenomsg,Residual,False,False
GROUP_06846,1,train,phenomsg,Residual,False,False
GROUP_06847,1,test,phenomsg,Hazardous Waste,False,False
GROUP_06848,1,val,phenomsg,Recyclable Stream,False,False
GROUP_06849,1,train,trashnet,Glass,False,False
GROUP_06850,1,train,trashnet,Metal,False,False
GROUP_06851,1,train,ewaste,Electronic Device,False,False
GROUP_06852,1,test,realwaste,Plastic,False,False
GROUP_06853,1,train,trashnet,Paper,False,False
GROUP_06854,1,train,ewaste,Electronic Device,False,False
GROUP_06855,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06856,1,train,trashnet,Metal,False,False
GROUP_06857,1,train,realwaste,Cardboard,False,False
GROUP_06858,1,val,phenomsg,Organic Stream,False,False
GROUP_06859,1,test,realwaste,Vegetation,False,False
GROUP_06860,1,train,realwaste,Residual,False,False
GROUP_06861,1,train,realwaste,Food Organics,False,False
GROUP_06862,1,val,ewaste,Electronic Device,False,False
GROUP_06863,1,val,realwaste,Food Organics,False,False
GROUP_06864,1,val,realwaste,Plastic,False,False
GROUP_06865,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06866,1,train,realwaste,Glass,False,False
GROUP_06867,1,train,ewaste,Battery,False,False
GROUP_06868,1,test,trashnet,Cardboard,False,False
GROUP_06869,1,train,realwaste,Glass,False,False
GROUP_06870,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06871,1,train,trashnet,Glass,False,False
GROUP_06872,1,train,realwaste,Food Organics,False,False
GROUP_06873,2,train,phenomsg,Residual,False,True
GROUP_06874,1,train,trashnet,Cardboard,False,False
GROUP_06875,2,train,phenomsg,Hazardous Waste,True,True
GROUP_06876,1,train,ewaste,Electronic Device,False,False
GROUP_06877,1,train,realwaste,Metal,False,False
GROUP_06878,1,train,ewaste,Electronic Device,False,False
GROUP_06879,1,train,realwaste,Plastic,False,False
GROUP_06880,1,train,ewaste,Electronic Device,False,False
GROUP_06881,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06882,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06883,1,val,realwaste,Residual,False,False
GROUP_06884,1,train,phenomsg,Residual,False,False
GROUP_06885,1,train,ewaste,Electronic Device,False,False
GROUP_06886,1,test,phenomsg,Hazardous Waste,False,False
GROUP_06887,1,test,realwaste,Plastic,False,False
GROUP_06888,1,train,trashnet,Plastic,False,False
GROUP_06889,1,train,trashnet,Cardboard,False,False
GROUP_06890,1,train,realwaste,Plastic,False,False
GROUP_06891,1,val,phenomsg,Hazardous Waste,False,False
GROUP_06892,1,train,realwaste,Plastic,False,False
GROUP_06893,1,train,ewaste,Electronic Device,False,False
GROUP_06894,1,train,ewaste,Electronic Device,False,False
GROUP_06895,1,val,phenomsg,Hazardous Waste,False,False
GROUP_06896,1,test,realwaste,Glass,False,False
GROUP_06897,1,train,phenomsg,Residual,False,False
GROUP_06898,1,test,realwaste,Metal,False,False
GROUP_06899,1,train,ewaste,Electronic Device,False,False
GROUP_06900,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06901,1,train,realwaste,Plastic,False,False
GROUP_06902,1,train,trashnet,Plastic,False,False
GROUP_06903,1,train,realwaste,Paper,False,False
GROUP_06904,1,val,realwaste,Paper,False,False
GROUP_06905,1,train,ewaste,Electronic Component,False,False
GROUP_06906,1,train,ewaste,Electronic Device,False,False
GROUP_06907,1,val,ewaste,Electronic Device,False,False
GROUP_06908,1,val,phenomsg,Residual,False,False
GROUP_06909,1,train,realwaste,Glass,False,False
GROUP_06910,1,train,ewaste,Electronic Device,False,False
GROUP_06911,1,train,ewaste,Electronic Device,False,False
GROUP_06912,1,val,trashnet,Glass,False,False
GROUP_06913,1,train,trashnet,Plastic,False,False
GROUP_06914,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06915,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06916,1,train,phenomsg,Organic Stream,False,False
GROUP_06917,1,test,trashnet,Cardboard,False,False
GROUP_06918,1,test,phenomsg,Organic Stream,False,False
GROUP_06919,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06920,1,val,ewaste,Battery,False,False
GROUP_06921,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06922,2,train,trashnet,Cardboard,False,True
GROUP_06923,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06924,1,test,phenomsg,Recyclable Stream,False,False
GROUP_06925,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06926,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06927,1,train,realwaste,Plastic,False,False
GROUP_06928,1,train,realwaste,Metal,False,False
GROUP_06929,1,train,realwaste,Textile,False,False
GROUP_06930,1,train,ewaste,Electronic Device,False,False
GROUP_06931,1,val,trashnet,Cardboard,False,False
GROUP_06932,1,test,phenomsg,Residual,False,False
GROUP_06933,1,train,realwaste,Plastic,False,False
GROUP_06934,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06935,1,train,phenomsg,Residual,False,False
GROUP_06936,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06937,1,train,realwaste,Residual,False,False
GROUP_06938,1,test,realwaste,Vegetation,False,False
GROUP_06939,1,train,realwaste,Paper,False,False
GROUP_06940,1,test,realwaste,Paper,False,False
GROUP_06941,1,val,trashnet,Metal,False,False
GROUP_06942,1,val,trashnet,Paper,False,False
GROUP_06943,1,val,realwaste,Metal,False,False
GROUP_06944,1,test,phenomsg,Organic Stream,False,False
GROUP_06945,1,train,trashnet,Glass,False,False
GROUP_06946,1,train,ewaste,Electronic Device,False,False
GROUP_06947,1,train,realwaste,Cardboard,False,False
GROUP_06948,1,val,trashnet,Cardboard,False,False
GROUP_06949,1,train,ewaste,Electronic Device,False,False
GROUP_06950,1,val,phenomsg,Recyclable Stream,False,False
GROUP_06951,1,train,ewaste,Electronic Device,False,False
GROUP_06952,1,train,realwaste,Paper,False,False
GROUP_06953,1,train,realwaste,Residual,False,False
GROUP_06954,1,train,trashnet,Paper,False,False
GROUP_06955,1,val,realwaste,Vegetation,False,False
GROUP_06956,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06957,1,train,trashnet,Paper,False,False
GROUP_06958,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_06959,1,train,realwaste,Residual,False,False
GROUP_06960,1,val,phenomsg,Recyclable Stream,False,False
GROUP_06961,1,val,realwaste,Glass,False,False
GROUP_06962,1,train,trashnet,Plastic,False,False
GROUP_06963,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06964,1,test,phenomsg,Residual,False,False
GROUP_06965,1,val,realwaste,Plastic,False,False
GROUP_06966,1,val,trashnet,Glass,False,False
GROUP_06967,1,train,trashnet,Glass,False,False
GROUP_06968,1,train,realwaste,Food Organics,False,False
GROUP_06969,1,test,realwaste,Paper,False,False
GROUP_06970,1,train,realwaste,Textile,False,False
GROUP_06971,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_06972,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06973,1,train,trashnet,Cardboard,False,False
GROUP_06974,1,val,trashnet,Paper,False,False
GROUP_06975,1,train,trashnet,Paper,False,False
GROUP_06976,1,train,phenomsg,Organic Stream,False,False
GROUP_06977,1,train,phenomsg,Residual,False,False
GROUP_06978,1,train,realwaste,Glass,False,False
GROUP_06979,1,train,realwaste,Plastic,False,False
GROUP_06980,1,train,realwaste,Vegetation,False,False
GROUP_06981,2,train,ewaste,Large Electronic Appliance,False,True
GROUP_06982,1,val,realwaste,Paper,False,False
GROUP_06983,1,test,realwaste,Textile,False,False
GROUP_06984,1,train,realwaste,Textile,False,False
GROUP_06985,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_06986,1,train,phenomsg,Organic Stream,False,False
GROUP_06987,1,train,realwaste,Plastic,False,False
GROUP_06988,1,val,realwaste,Vegetation,False,False
GROUP_06989,1,train,realwaste,Textile,False,False
GROUP_06990,1,train,phenomsg,Hazardous Waste,False,False
GROUP_06991,1,test,ewaste,Electronic Component,False,False
GROUP_06992,1,train,phenomsg,Recyclable Stream,False,False
GROUP_06993,1,val,realwaste,Plastic,False,False
GROUP_06994,1,train,trashnet,Glass,False,False
GROUP_06995,1,train,ewaste,Electronic Device,False,False
GROUP_06996,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_06997,1,val,phenomsg,Residual,False,False
GROUP_06998,1,val,realwaste,Metal,False,False
GROUP_06999,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07000,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07001,1,train,ewaste,Battery,False,False
GROUP_07002,1,train,ewaste,Electronic Component,False,False
GROUP_07003,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_07004,1,test,trashnet,Cardboard,False,False
GROUP_07005,1,test,realwaste,Food Organics,False,False
GROUP_07006,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07007,1,train,realwaste,Paper,False,False
GROUP_07008,1,train,trashnet,Cardboard,False,False
GROUP_07009,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07010,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07011,2,train,realwaste,Residual,False,True
GROUP_07012,1,test,trashnet,Plastic,False,False
GROUP_07013,1,train,trashnet,Metal,False,False
GROUP_07014,1,val,trashnet,Plastic,False,False
GROUP_07015,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07016,1,test,ewaste,Electronic Device,False,False
GROUP_07017,1,val,ewaste,Battery,False,False
GROUP_07018,1,val,realwaste,Cardboard,False,False
GROUP_07019,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07020,1,train,realwaste,Metal,False,False
GROUP_07021,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07022,1,train,phenomsg,Residual,False,False
GROUP_07023,1,val,realwaste,Plastic,False,False
GROUP_07024,1,train,realwaste,Residual,False,False
GROUP_07025,1,train,realwaste,Textile,False,False
GROUP_07026,1,train,realwaste,Plastic,False,False
GROUP_07027,1,train,trashnet,Paper,False,False
GROUP_07028,1,train,phenomsg,Residual,False,False
GROUP_07029,1,test,realwaste,Food Organics,False,False
GROUP_07030,1,train,realwaste,Metal,False,False
GROUP_07031,1,train,trashnet,Plastic,False,False
GROUP_07032,1,val,trashnet,Plastic,False,False
GROUP_07033,1,val,realwaste,Cardboard,False,False
GROUP_07034,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07035,1,val,trashnet,Paper,False,False
GROUP_07036,1,train,trashnet,Residual,False,False
GROUP_07037,1,train,ewaste,Electronic Device,False,False
GROUP_07038,1,train,realwaste,Food Organics,False,False
GROUP_07039,1,train,realwaste,Paper,False,False
GROUP_07040,1,train,ewaste,Electronic Device,False,False
GROUP_07041,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07042,1,train,ewaste,Electronic Component,False,False
GROUP_07043,1,train,realwaste,Cardboard,False,False
GROUP_07044,2,train,phenomsg,Hazardous Waste,True,True
GROUP_07045,1,train,realwaste,Plastic,False,False
GROUP_07046,1,test,phenomsg,Residual,False,False
GROUP_07047,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_07048,1,val,ewaste,Battery,False,False
GROUP_07049,1,train,phenomsg,Residual,False,False
GROUP_07050,1,val,realwaste,Residual,False,False
GROUP_07051,1,val,phenomsg,Recyclable Stream,False,False
GROUP_07052,1,train,trashnet,Plastic,False,False
GROUP_07053,1,train,ewaste,Electronic Device,False,False
GROUP_07054,1,train,realwaste,Food Organics,False,False
GROUP_07055,1,train,trashnet,Cardboard,False,False
GROUP_07056,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07057,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07058,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07059,1,train,phenomsg,Residual,False,False
GROUP_07060,1,train,trashnet,Cardboard,False,False
GROUP_07061,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07062,1,val,realwaste,Plastic,False,False
GROUP_07063,1,train,realwaste,Metal,False,False
GROUP_07064,1,train,realwaste,Cardboard,False,False
GROUP_07065,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07066,1,train,realwaste,Metal,False,False
GROUP_07067,1,val,trashnet,Paper,False,False
GROUP_07068,1,test,realwaste,Plastic,False,False
GROUP_07069,1,train,ewaste,Electronic Component,False,False
GROUP_07070,1,train,trashnet,Paper,False,False
GROUP_07071,1,val,ewaste,Battery,False,False
GROUP_07072,1,train,ewaste,Battery,False,False
GROUP_07073,1,train,realwaste,Cardboard,False,False
GROUP_07074,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07075,1,train,ewaste,Electronic Device,False,False
GROUP_07076,1,train,trashnet,Glass,False,False
GROUP_07077,1,test,realwaste,Vegetation,False,False
GROUP_07078,1,train,trashnet,Paper,False,False
GROUP_07079,1,train,trashnet,Plastic,False,False
GROUP_07080,1,train,realwaste,Vegetation,False,False
GROUP_07081,1,train,realwaste,Residual,False,False
GROUP_07082,1,train,trashnet,Plastic,False,False
GROUP_07083,1,val,trashnet,Paper,False,False
GROUP_07084,1,train,trashnet,Plastic,False,False
GROUP_07085,1,train,realwaste,Plastic,False,False
GROUP_07086,1,train,realwaste,Residual,False,False
GROUP_07087,1,train,trashnet,Paper,False,False
GROUP_07088,1,val,ewaste,Electronic Component,False,False
GROUP_07089,1,train,realwaste,Glass,False,False
GROUP_07090,1,test,phenomsg,Hazardous Waste,False,False
GROUP_07091,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07092,1,train,realwaste,Residual,False,False
GROUP_07093,1,test,ewaste,Electronic Device,False,False
GROUP_07094,1,train,realwaste,Glass,False,False
GROUP_07095,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07096,1,train,realwaste,Vegetation,False,False
GROUP_07097,1,train,ewaste,Electronic Component,False,False
GROUP_07098,1,train,ewaste,Battery,False,False
GROUP_07099,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_07100,1,train,ewaste,Electronic Component,False,False
GROUP_07101,1,train,realwaste,Plastic,False,False
GROUP_07102,1,train,ewaste,Battery,False,False
GROUP_07103,1,train,ewaste,Battery,False,False
GROUP_07104,1,val,realwaste,Metal,False,False
GROUP_07105,1,train,realwaste,Paper,False,False
GROUP_07106,1,val,realwaste,Plastic,False,False
GROUP_07107,1,val,trashnet,Glass,False,False
GROUP_07108,1,train,trashnet,Paper,False,False
GROUP_07109,1,test,realwaste,Metal,False,False
GROUP_07110,1,val,realwaste,Food Organics,False,False
GROUP_07111,1,train,realwaste,Vegetation,False,False
GROUP_07112,2,train,phenomsg,Hazardous Waste,True,True
GROUP_07113,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_07114,1,test,ewaste,Electronic Device,False,False
GROUP_07115,2,train,phenomsg,Hazardous Waste,True,True
GROUP_07116,1,val,phenomsg,Hazardous Waste,False,False
GROUP_07117,1,train,realwaste,Glass,False,False
GROUP_07118,1,train,trashnet,Paper,False,False
GROUP_07119,1,test,realwaste,Glass,False,False
GROUP_07120,1,train,trashnet,Paper,False,False
GROUP_07121,1,train,realwaste,Cardboard,False,False
GROUP_07122,1,test,trashnet,Glass,False,False
GROUP_07123,1,train,trashnet,Metal,False,False
GROUP_07124,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07125,1,train,realwaste,Glass,False,False
GROUP_07126,1,train,realwaste,Residual,False,False
GROUP_07127,1,train,trashnet,Plastic,False,False
GROUP_07128,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07129,1,val,phenomsg,Recyclable Stream,False,False
GROUP_07130,1,train,ewaste,Electronic Device,False,False
GROUP_07131,1,train,trashnet,Glass,False,False
GROUP_07132,1,val,phenomsg,Recyclable Stream,False,False
GROUP_07133,1,train,trashnet,Paper,False,False
GROUP_07134,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07135,1,test,ewaste,Electronic Device,False,False
GROUP_07136,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07137,1,train,realwaste,Residual,False,False
GROUP_07138,1,val,phenomsg,Hazardous Waste,False,False
GROUP_07139,2,train,phenomsg,Recyclable Stream,True,True
GROUP_07140,1,train,ewaste,Electronic Device,False,False
GROUP_07141,1,train,trashnet,Metal,False,False
GROUP_07142,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07143,1,test,realwaste,Plastic,False,False
GROUP_07144,1,train,realwaste,Metal,False,False
GROUP_07145,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07146,1,train,ewaste,Electronic Device,False,False
GROUP_07147,1,test,realwaste,Plastic,False,False
GROUP_07148,1,train,trashnet,Metal,False,False
GROUP_07149,1,train,realwaste,Residual,False,False
GROUP_07150,1,train,realwaste,Cardboard,False,False
GROUP_07151,1,train,trashnet,Glass,False,False
GROUP_07152,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07153,1,train,realwaste,Residual,False,False
GROUP_07154,1,val,trashnet,Plastic,False,False
GROUP_07155,1,train,ewaste,Electronic Device,False,False
GROUP_07156,1,train,realwaste,Metal,False,False
GROUP_07157,1,train,realwaste,Residual,False,False
GROUP_07158,1,train,realwaste,Cardboard,False,False
GROUP_07159,1,test,realwaste,Plastic,False,False
GROUP_07160,1,test,realwaste,Plastic,False,False
GROUP_07161,1,train,realwaste,Textile,False,False
GROUP_07162,1,train,realwaste,Cardboard,False,False
GROUP_07163,1,train,trashnet,Metal,False,False
GROUP_07164,1,train,phenomsg,Residual,False,False
GROUP_07165,1,train,realwaste,Metal,False,False
GROUP_07166,1,test,phenomsg,Residual,False,False
GROUP_07167,1,train,trashnet,Plastic,False,False
GROUP_07168,1,train,trashnet,Metal,False,False
GROUP_07169,1,train,ewaste,Battery,False,False
GROUP_07170,1,test,trashnet,Metal,False,False
GROUP_07171,1,val,phenomsg,Residual,False,False
GROUP_07172,1,train,realwaste,Plastic,False,False
GROUP_07173,1,train,realwaste,Paper,False,False
GROUP_07174,1,train,realwaste,Cardboard,False,False
GROUP_07175,1,train,realwaste,Metal,False,False
GROUP_07176,1,train,realwaste,Residual,False,False
GROUP_07177,1,train,phenomsg,Organic Stream,False,False
GROUP_07178,1,test,phenomsg,Recyclable Stream,False,False
GROUP_07179,1,train,realwaste,Glass,False,False
GROUP_07180,1,train,realwaste,Residual,False,False
GROUP_07181,1,train,realwaste,Vegetation,False,False
GROUP_07182,1,test,trashnet,Metal,False,False
GROUP_07183,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07184,1,train,trashnet,Glass,False,False
GROUP_07185,1,val,ewaste,Electronic Device,False,False
GROUP_07186,1,train,realwaste,Residual,False,False
GROUP_07187,1,train,realwaste,Food Organics,False,False
GROUP_07188,2,train,trashnet,Plastic|Residual,False,True
GROUP_07189,1,train,ewaste,Battery,False,False
GROUP_07190,1,train,realwaste,Glass,False,False
GROUP_07191,1,train,trashnet,Paper,False,False
GROUP_07192,1,train,realwaste,Residual,False,False
GROUP_07193,1,train,ewaste,Electronic Device,False,False
GROUP_07194,1,train,phenomsg,Organic Stream,False,False
GROUP_07195,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07196,1,test,realwaste,Paper,False,False
GROUP_07197,1,test,realwaste,Plastic,False,False
GROUP_07198,1,test,ewaste,Electronic Device,False,False
GROUP_07199,1,train,realwaste,Food Organics,False,False
GROUP_07200,1,val,trashnet,Paper,False,False
GROUP_07201,1,train,realwaste,Plastic,False,False
GROUP_07202,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07203,1,train,ewaste,Battery,False,False
GROUP_07204,1,train,realwaste,Metal,False,False
GROUP_07205,1,train,realwaste,Plastic,False,False
GROUP_07206,1,train,trashnet,Cardboard,False,False
GROUP_07207,1,val,realwaste,Cardboard,False,False
GROUP_07208,1,train,trashnet,Metal,False,False
GROUP_07209,1,test,trashnet,Glass,False,False
GROUP_07210,1,train,realwaste,Plastic,False,False
GROUP_07211,1,train,realwaste,Textile,False,False
GROUP_07212,1,train,trashnet,Cardboard,False,False
GROUP_07213,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07214,1,train,ewaste,Electronic Device,False,False
